Joshua Project People Group Data

ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
meq,Merey,1,4,N,4,,2012-2019,1986-2006,Y,N,meq,6,Islam
ulk,"Meriam Mir",1,5,N,3,,,1879-1994,N,Y,ulk,1,Christianity
wry,Merwari,,,N,3,,,2016,Y,Y,,,
iyo,Mesaka,1,4,N,2,,,,N,Y,,1,Christianity
mci,Mesem,1,5,N,4,,2013,1996-2001,N,N,,1,Christianity
sac,Meskwaki,1,4,N,3,,,1986-2021,N,Y,,1,Christianity
zim,Mesme,1,5,N,4,,1995,1991,N,Y,,1,Christianity
mvz,Mesqan,1,4,N,3,,,2023,Y,Y,,6,Islam
mgo,Meta',1,4,N,4,,2013-2014,2005,N,Y,mgo,4,"Ethnic Religions"
keh,Mevembet,1,4,N,2,,,,N,N,,1,Christianity
emg,"Mewahang, Eastern",2,1,Y,4,,2020,Yes,N,Y,,8,"Other / Small"
raf,"Mewahang, Western",2,1,Y,2,,,,N,Y,,8,"Other / Small"
mtr,Mewari,290,1,Y,4,,2021,1815,Y,Y,mtr,5,Hinduism
wtm,Mewati,237,1,Y,3,,,Yes,N,Y,,5,Hinduism
mfs,"Mexican Sign Language",1,,N,3,,,2009-2024,Y,N,,1,Christianity
mej,Meyah,1,4,N,4,,1997,1990-2005,Y,Y,,1,Christianity
zmf,Mfinu,1,5,N,0,,,,N,N,,1,Christianity
nfu,Mfumte,1,5,N,2,,,,N,Y,,1,Christianity
gmz,Mgbolizhia,1,4,N,3,,,1980-2008,Y,Y,,1,Christianity
mic,Mi'kmaq,2,5,N,4,,1874-2014,1853-1980,N,Y,mic,1,Christianity
mia,Miami,,,N,0,,,,N,N,,,
mpt,Mian,1,5,N,4,,1986-2014,1975-1977,N,Y,mpt,1,Christianity
pla,Miani,1,5,N,3,,,1982-1988,N,N,,1,Christianity
hmc,"Miao, Central Huishui",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
hmm,"Miao, Central Mashan",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
cqd,"Miao, Chuanqiandian Cluster",7,1,Y,4,,2017,Yes,Y,Y,,4,"Ethnic Religions"
hme,"Miao, Eastern Huishui",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
hmq,"Miao, Eastern Qiandong",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
muq,"Miao, Eastern Xiangxi",1,1,Y,3,,,2024,Y,N,,4,"Ethnic Religions"
hrm,"Miao, Horned",1,4,N,3,,,2024,Y,Y,,4,"Ethnic Religions"
hmd,"Miao, Large Flowery",3,5,N,5,2009,1917-1936,1907-2009,Y,Y,,1,Christianity
hml,"Miao, Luopohe",2,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
huj,"Miao, Northern Guiyang",2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
hmi,"Miao, Northern Huishui",1,1,Y,3,,,2023,Y,N,,4,"Ethnic Religions"
hmp,"Miao, Northern Mashan",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
hea,"Miao, Northern Qiandong",3,1,Y,4,,1934-2018,1928-1937,N,Y,,4,"Ethnic Religions"
sfm,"Miao, Small Flowery",1,5,N,0,,,,N,Y,,1,Christianity
hmy,"Miao, Southern Guiyang",2,4,N,1,,,,N,N,,4,"Ethnic Religions"
hma,"Miao, Southern Mashan",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
hms,"Miao, Southern Qiandong",1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
hmg,"Miao, Southwestern Guiyang",1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
hmh,"Miao, Southwestern Huishui",1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
hmw,"Miao, Western Mashan",1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
mmr,"Miao, Western Xiangxi",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
crg,Michif,2,4,N,0,,,,N,N,,1,Christianity
mei,Midob,1,1,Y,0,,,,N,N,,6,Islam
mmy,Migaama,1,1,Y,4,,2021,2002-2019,N,Y,mmy,6,Islam
mpp,Migabac,1,5,N,4,,2006-2019,2010,N,N,mpp,1,Christianity
mgi,Migili,1,4,N,4,,1986,Yes,Y,Y,,4,"Ethnic Religions"
klm,Migum,1,5,N,2,,,,N,N,,1,Christianity
sjl,Miji,2,3,N,4,,2019,2015,N,Y,,9,Unknown
mxj,Miju-Mishmi,23,3,N,3,,,2017,Y,Y,,9,Unknown
mik,Mikasuki,1,4,N,3,,,1968-1991,N,N,,1,Christianity
ymh,Mili,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
mlj,Miltu,,,N,0,,,,N,N,,,
hna,Mina,1,2,N,2,,,,N,Y,,6,Islam
mmn,Minamanwa,1,1,Y,4,,1982,1966-1967,N,Y,mmn,4,"Ethnic Religions"
min,Minangkabau,5,1,Y,5,Yes,1996-2010,1980-1990,Y,Y,,6,Islam
mcv,Minanibai,1,5,N,1,,,,N,N,,1,Christianity
mvn,Minaveha,1,5,N,4,,2008-2018,1993-1995,N,Y,mvn,1,Christianity
mmf,Mindat,1,4,N,3,,,Yes,N,N,,4,"Ethnic Religions"
drc,Minderico,,,N,0,,,,N,N,,,
mpn,Mindiri,1,5,N,0,,,,N,Y,,1,Christianity
mko,"Mingang Doso",1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
xmf,Mingrelian,2,3,N,3,,,2007,Y,Y,,1,Christianity
aai,"Miniafia Oyan",1,5,N,4,,2009,1990,Y,Y,aai,1,Christianity
wii,Minidien,1,5,N,0,,,,N,N,,1,Christianity
bxf,Minigir,1,5,N,1,,,,N,N,,1,Christianity
xjb,Minjungbal,,,N,0,,,,N,N,,,
mqq,Minokok,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
mnq,Minriq,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
mzt,Mintil,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
emq,"Minyag, Eastern",1,1,Y,1,,,,N,N,,2,Buddhism
wmg,"Minyag, Western",1,1,Y,0,,,,N,N,,2,Buddhism
yiq,Miqie,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
mwl,Mirandese,1,3,N,3,,,2011-2014,N,N,mwl,1,Christianity
zrg,Mirgan,1,1,Y,4,,2010,2017,Y,Y,,5,Hinduism
mmv,Miriti,,,N,0,,,,N,N,,,
mep,Miriwoong,1,4,N,0,,,,N,Y,,1,Christianity
rsm,"Miriwoong Sign Language",,,N,0,,,,N,N,,,
gum,Misak,1,5,N,4,,2000-2010,1982-2011,Y,Y,gum,1,Christianity
mjs,Miship,1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
mpx,Misima-Panaeati,1,5,N,4,,1947-1998,1894-2010,N,Y,mpx,1,Christianity
mrg,Mising,54,1,Y,4,,2001,Yes,Y,Y,mrg,5,Hinduism
miq,Miskito,2,4,N,5,1999-2010,1905-1975,1889-1958,Y,Y,miq,1,Christianity
zmq,Mituku,1,4,N,2,,,,N,Y,,1,Christianity
mpo,Miu,1,5,N,4,,2003,1992-1998,N,N,,1,Christianity
csm,"Miwok, Central Sierra",,,N,0,,,,N,N,,,
csi,"Miwok, Coast",,,N,0,,,,N,N,,,
lmw,"Miwok, Lake",,,N,0,,,,N,N,,,
nsq,"Miwok, Northern Sierra",,,N,0,,,,N,N,,,
pmw,"Miwok, Plains",,,N,0,,,,N,N,,,
skd,"Miwok, Southern Sierra",,,N,0,,,,N,Y,,,
mco,"Mixe, Coatlan",1,5,N,4,,1976-2009,1961-1971,Y,Y,mco,1,Christianity
mir,"Mixe, Isthmus",1,5,N,4,,1988-2009,1962-1969,N,Y,mir,1,Christianity
mxq,"Mixe, Juquila",1,4,N,4,,1980-2009,1975,N,Y,mxq,1,Christianity
mzl,"Mixe, Mazatlan",1,5,N,4,,2005,Yes,N,Y,mzl,1,Christianity
neq,"Mixe, North Central",1,4,N,4,,2008,1994-2001,Y,Y,,1,Christianity
pxm,"Mixe, Quetzaltepec",1,4,N,5,2013,2012,1999-2002,N,Y,pxm,1,Christianity
mxp,"Mixe, Tlahuitoltepec",1,5,N,4,,1987-2009,1965,N,Y,mxp,1,Christianity
mto,"Mixe, Totontepec",1,5,N,4,,1989-2009,1960,N,Y,mto,1,Christianity
mim,"Mixtec, Alacatlatzala",1,3,N,4,,2019,1990-2010,Y,Y,mim,1,Christianity
xta,"Mixtec, Alcozauca",1,4,N,3,,,1996-2013,N,Y,,1,Christianity
mbz,"Mixtec, Amoltepec",1,4,N,3,,,2007-2023,Y,Y,,1,Christianity
mip,"Mixtec, Apasco-Apoala",1,3,N,4,,2016,1966,Y,Y,,1,Christianity
mib,"Mixtec, Atatlahuca",1,3,N,4,,1973-2010,1952-1964,N,Y,mib,1,Christianity
miy,"Mixtec, Ayutla",1,4,N,4,,2015-2022,1970-2004,Y,Y,miy,1,Christianity
miu,"Mixtec, Cacaloxtepec",1,3,N,3,,,1969,N,Y,,1,Christianity
mih,"Mixtec, Chayuco",1,4,N,4,,1979-2018,1972,N,Y,mih,1,Christianity
xtb,"Mixtec, Chazumba",1,4,N,0,,,,N,N,,1,Christianity
mii,"Mixtec, Chigmecatitlan",1,4,N,2,,,,N,Y,,1,Christianity
miz,"Mixtec, Coatzospan",1,4,N,4,,2003-2009,1971-1978,N,Y,miz,1,Christianity
xtu,"Mixtec, Cuyamecalco",1,4,N,2,,,,N,N,,1,Christianity
xtd,"Mixtec, Diuxi-Tilantongo",1,3,N,4,,2001-2015,1973-2001,Y,Y,xtd,1,Christianity
mxs,"Mixtec, Huitepec",1,5,N,2,,,,N,Y,,1,Christianity
mce,"Mixtec, Itundujia",1,5,N,0,,,,N,N,,1,Christianity
vmj,"Mixtec, Ixtayutla",1,4,N,3,,,2012-2023,N,Y,,1,Christianity
mxt,"Mixtec, Jamiltepec",1,4,N,4,,1983-2011,1972,N,Y,mxt,1,Christianity
vmc,"Mixtec, Juxtlahuaca",1,5,N,3,,,2001,Y,Y,,1,Christianity
xtm,"Mixtec, Magdalena Penasco",1,3,N,4,,2012-2015,2002-2005,Y,Y,xtm,1,Christianity
mxv,"Mixtec, Metlatonoc",2,3,N,4,,2017-2020,1959-2011,Y,Y,mxv,1,Christianity
vmm,"Mixtec, Mitlatongo",1,3,N,3,,,2012,N,Y,,1,Christianity
mix,"Mixtec, Mixtepec",2,3,N,3,,,1974-2024,N,Y,,1,Christianity
xtn,"Mixtec, Northern Tlaxiaco",2,5,N,4,,2015-2016,1995-2004,Y,Y,xtn,1,Christianity
mxa,"Mixtec, Northwest Oaxaca",1,3,N,3,,,2008,Y,Y,,1,Christianity
mie,"Mixtec, Ocotepec",1,3,N,4,,1977-2009,1965,Y,Y,mie,1,Christianity
mil,"Mixtec, Penoles",1,5,N,4,,1979-2012,1966,Y,Y,mil,1,Christianity
mio,"Mixtec, Pinotepa Nacional",1,5,N,4,,1980-2014,1962-2007,N,Y,mio,1,Christianity
mjc,"Mixtec, San Juan Colorado",1,5,N,4,,1994-2013,1986-2006,N,Y,mjc,1,Christianity
xtj,"Mixtec, San Juan Teita",1,4,N,3,,,1998-2024,N,Y,,1,Christianity
mig,"Mixtec, San Miguel el Grande",2,4,N,4,,1951-2010,1947-2000,N,Y,mig,1,Christianity
xtp,"Mixtec, San Miguel Piedras",1,3,N,0,,,,N,N,,1,Christianity
mdv,"Mixtec, Santa Lucia Monteverde",1,3,N,3,,,2009-2012,N,Y,,1,Christianity
mza,"Mixtec, Santa Maria Zacatepec",1,4,N,4,,2013-2022,1995-2008,N,Y,mza,1,Christianity
mks,"Mixtec, Silacayoapan",2,4,N,4,,1999-2009,1979-1986,Y,Y,mks,1,Christianity
xts,"Mixtec, Sindihui",,,N,0,,,,N,N,,,
xti,"Mixtec, Sinicahua",1,3,N,1,,,,N,Y,,1,Christianity
mxy,"Mixtec, Southeastern Nochixtlan",1,5,N,3,,,1998-2022,N,Y,,1,Christianity
mit,"Mixtec, Southern Puebla",1,4,N,4,,1978-2012,1966,Y,Y,mit,1,Christianity
meh,"Mixtec, Southwestern Tlaxiaco",1,3,N,4,,2022-2023,1992-2017,N,Y,meh,1,Christianity
vmq,"Mixtec, Soyaltepec",1,4,N,2,,,,N,N,,1,Christianity
xtt,"Mixtec, Tacahua",1,4,N,0,,,,N,Y,,1,Christianity
vmx,"Mixtec, Tamazola",1,4,N,2,,,,N,Y,,1,Christianity
mxb,"Mixtec, Tezoatlan",1,4,N,4,,2006-2009,1992-2003,N,Y,mxb,1,Christianity
mtx,"Mixtec, Tidaa",1,4,N,3,,,2007,N,N,,1,Christianity
xtl,"Mixtec, Tijaltepec",2,3,N,2,,,,N,Y,,1,Christianity
mqh,"Mixtec, Tlazoyaltepec",2,3,N,3,,,Yes,N,Y,,1,Christianity
mtu,"Mixtec, Tututepec",1,3,N,1,,,,N,Y,,1,Christianity
jmx,"Mixtec, Western Juxtlahuaca",1,3,N,3,,,2021-2023,N,Y,jmx,1,Christianity
xty,"Mixtec, Yoloxochitl",1,3,N,0,,,,N,Y,,1,Christianity
mpm,"Mixtec, Yosondua",1,5,N,4,,1988-2014,1998,N,Y,mpm,1,Christianity
mvg,"Mixtec, Yucuane",1,4,N,0,,,,N,Y,,1,Christianity
mab,"Mixtec, Yutanduchi",1,3,N,2,,,,N,Y,,1,Christianity
mvi,Miyako,1,1,Y,0,,,,N,N,,2,Buddhism
ehs,"Miyakubo Sign Language",,,N,1,,,,N,N,,,
soy,Miyobe,2,2,N,4,,2010-2011,Yes,N,Y,soy,4,"Ethnic Religions"
lus,Mizo,96,3,N,5,1959-1995,1916-1986,1898-1956,Y,Y,lus,1,Christianity
mra,Mlabri,2,5,N,1,,,,N,N,,4,"Ethnic Religions"
kja,Mlap,,,N,0,,,,N,N,,,
mlo,Mlomp,1,1,Y,1,,,,N,N,,6,Islam
bfm,Mmen,1,4,N,4,,2022,Yes,Y,Y,bfm,1,Christianity
cmo,"Mnong, Central",2,5,N,5,2023,2001-2016,2009-2011,Y,Y,cmo,4,"Ethnic Religions"
mng,"Mnong, Eastern",1,5,N,4,,Yes,1977-1983,N,Y,,4,"Ethnic Religions"
mnn,"Mnong, Southern",1,5,N,0,,,,N,N,,1,Christianity
wkd,Mo,1,4,N,0,,,,N,Y,,1,Christianity
gbn,Mo'da,1,4,N,2,,,,N,Y,,6,Islam
mfq,Moba,2,4,N,4,,2007-2010,1941-1984,Y,Y,mfq,4,"Ethnic Religions"
mhn,Mòcheno,1,3,N,0,,,,N,N,,1,Christianity
old,Mochi,2,5,N,5,2016,1939-1999,1892,Y,Y,old,1,Christianity
mhc,Mocho,1,5,N,0,,,,N,Y,,1,Christianity
moc,Mocovi,1,4,N,4,,Yes,1976-1992,N,Y,moc,1,Christianity
mxd,Modang,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
mqo,Modole,1,5,N,2,,,,N,Y,,4,"Ethnic Religions"
mvq,Moere,1,5,N,2,,,,N,N,,1,Christianity
mfk,"Mofu, North",1,2,N,4,,1975-2007,Yes,N,Y,mfk,6,Islam
mif,Mofu-Gudur,1,4,N,4,,2007-2019,1985-1995,Y,Y,mif,4,"Ethnic Religions"
mhj,Mogholi,,,N,0,,,,N,N,,,
mfg,Mogofin,1,1,Y,3,,,2021,N,Y,mfg,6,Islam
mou,Mogum,1,1,Y,3,,,Yes,N,N,,6,Islam
mov,Mohave,1,4,N,0,,,,N,Y,,1,Christianity
moh,Mohawk,2,5,N,5,2023,Yes,1787-2014,N,Y,moh,1,Christianity
xpq,Mohegan-Pequot,,,N,0,,,,N,N,,,
mow,"Moi (Congo)",1,4,N,0,,,,N,N,,1,Christianity
daz,"Moi (Indonesia)",1,3,N,1,,,,N,N,,1,Christianity
mxn,"Moi Kelim",2,4,N,2,,,,N,Y,,1,Christianity
sbg,"Moi Lemas",1,3,N,2,,,,N,Y,,1,Christianity
mkp,Moikodi,1,5,N,1,,,,N,N,,1,Christianity
mwz,Moingi,1,4,N,2,,,,N,N,,1,Christianity
wlr,Moiso,1,5,N,1,,,,N,N,,1,Christianity
ymi,Moji,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
mqt,Mok,2,1,Y,2,,,,N,N,,2,Buddhism
wnb,Mokati,1,5,N,1,,,,N,N,,1,Christianity
mwt,Moken,2,4,N,4,,2000,1913,Y,Y,,4,"Ethnic Religions"
mkj,Mokilese,2,5,N,2,,,,N,N,,1,Christianity
mkm,Moklen,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
mkl,Mokole,1,2,N,5,2021,2006,2008-2011,N,Y,mkl,6,Islam
bri,Mokpwe,1,5,N,4,,2022,2009,N,Y,bri,1,Christianity
mdf,Moksha,1,3,N,4,,2016,1879-2009,Y,N,,1,Christianity
alx,Mol,1,5,N,0,,,,N,Y,,1,Christianity
pwm,Molbog,2,1,Y,4,,2012,1977,Y,Y,,6,Islam
vsi,"Moldova Sign Language",1,,N,3,,,2008,N,N,,1,Christianity
bxc,Molengue,1,4,N,2,,,,N,N,,1,Christianity
mox,Molima,2,5,N,4,,2010-2014,1996-2007,N,Y,mox,1,Christianity
zmo,Molo,,,N,0,,,,N,N,,,
msl,Molof,1,4,N,1,,,,N,Y,,1,Christianity
mlw,Moloko,1,4,N,3,,,2006-2007,N,Y,,6,Islam
myl,Moma,1,4,N,4,,2021-2022,1939-2015,Y,Y,3809,1,Christianity
msz,Momare,,,N,0,,,,N,N,,,
mso,Mombum,1,4,N,0,,,,N,N,,1,Christianity
mmb,Momina,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
fqs,Momu,1,5,N,3,,,1983,N,Y,,1,Christianity
mqf,Momuna,1,4,N,4,,2010,1985-1991,N,N,,1,Christianity
mnw,Mon,2,1,Y,5,1928-1951,1847,1816-1904,Y,Y,,2,Buddhism
mnd,Monde,,,N,0,,,,N,N,,,
npn,Mondropolon,1,5,N,2,,,,N,N,,1,Christianity
lol,Mongo-Nkundu,2,5,N,5,1930-1987,1908-1967,1893-1977,Y,Y,lol,1,Christianity
msr,"Mongolian Sign Language",1,,N,0,,,,N,N,,2,Buddhism
khk,"Mongolian, Halh",21,1,Y,5,2003-2017,1990,1979-1991,Y,Y,khk,2,Buddhism
mvf,"Mongolian, Peripheral",4,1,Y,5,2019,1952-2003,1994-1996,Y,Y,,2,Buddhism
mog,Mongondow,1,4,N,5,2016,Yes,1932-1939,Y,Y,mog,1,Christianity
mnz,Moni,1,4,N,4,,1990,1976-1990,N,Y,,1,Christianity
mru,"Mono (Cameroon)",1,4,N,0,,,,N,N,,6,Islam
mnh,"Mono (Democratic Republic of the Congo)",1,5,N,4,,2020,Yes,Y,Y,mnh,1,Christianity
mte,"Mono (Solomon Islands)",2,5,N,1,,,,N,Y,,1,Christianity
mnr,"Mono (United States)",1,3,N,0,,,,N,N,,1,Christianity
moo,Monom,1,2,N,0,,,,N,N,,4,"Ethnic Religions"
kkf,"Monpa, Kalaktang",4,1,Y,2,,,,N,Y,,2,Buddhism
twm,"Monpa, Tawang",23,3,N,0,,,,N,Y,,2,Buddhism
cnr,Montenegrin,,,N,0,,,,N,N,,,
mxk,Monumbo,1,5,N,2,,,,N,N,,1,Christianity
moj,Monzombo,3,4,N,2,,,,N,Y,,1,Christianity
gwg,Moo,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
mos,Moore,13,5,N,5,1983-2014,1939-1960,1930-1960,Y,Y,mos,6,Islam
moq,"Mor (Indonesia)",,,N,0,,,,N,N,,,
mhz,"Mor (Indonesia, Mor islands)",1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
msg,Moraid,1,4,N,1,,,,N,Y,,1,Christianity
mze,Morawa,1,5,N,1,,,,N,N,,1,Christianity
xmo,Morerebi,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
rga,Mores,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
msx,Moresada,1,5,N,1,,,,N,N,,1,Christianity
mzq,"Mori Atas",1,4,N,4,,1938-2010,1938-1941,Y,Y,,1,Christianity
xmz,"Mori Bawah",1,4,N,5,2021,1948,Yes,Y,Y,3813,1,Christianity
mdb,Morigi,1,5,N,1,,,,N,Y,,1,Christianity
mfe,Morisyen,10,5,N,4,,2009-2010,1885-2016,Y,Y,mfe,5,Hinduism
mor,Moro,1,4,N,5,2020-2022,1965-1994,1951-2002,Y,Y,,1,Christianity
xms,"Moroccan Sign Language",1,,N,2,,,,N,N,,6,Islam
mgc,Morokodo,1,4,N,3,,,2007-2019,N,Y,mgc,4,"Ethnic Religions"
bdo,Morom,1,1,Y,2,,,,N,N,,6,Islam
mqn,Moronene,1,1,Y,4,,2013,2003,N,Y,,6,Islam
iwo,Morop,1,4,N,2,,,,N,N,,1,Christianity
mok,Morori,,,N,0,,,,N,N,,,
mrp,Morouas,1,5,N,1,,,,N,Y,,1,Christianity
mrl,Mortlockese,1,5,N,4,,1883-1902,1880-1882,N,Y,,1,Christianity
mgd,Moru,2,4,N,5,2000,1951-1997,1928-1963,Y,Y,,1,Christianity
mqv,Mosimo,1,5,N,2,,,,N,N,,1,Christianity
dox,Mositacha,1,5,N,3,,,2023,Y,Y,,1,Christianity
mtj,Moskona,1,4,N,4,,2001,Yes,N,N,,1,Christianity
mtt,Mota,1,5,N,5,1912-1928,1885-1931,1864-1902,N,Y,mtt,1,Christianity
meu,Motu,1,5,N,5,1959-1973,1891-1964,1882-1964,N,Y,,1,Christianity
hmo,"Motu, Hiri",2,5,N,5,1964-1994,1982-2010,1964,Y,Y,hmo,1,Christianity
siw,Motuna,1,5,N,4,,1977,1952-1968,N,Y,,1,Christianity
mwh,Mouk-Aria,1,5,N,4,,1994-2005,Yes,N,N,mwh,1,Christianity
jmw,Mouwase,1,5,N,3,,,2018,Y,N,,1,Christianity
mzp,Movima,1,4,N,3,,,1967,N,Y,,1,Christianity
mzy,"Mozambican Sign Language",1,,N,3,,,2020,N,N,,1,Christianity
mpi,Mpade,2,1,Y,1,,,,N,N,,6,Islam
mpz,Mpi,1,1,Y,2,,,,N,N,,2,Buddhism
mcx,Mpiemo,2,5,N,3,,,2012,Y,N,,1,Christianity
pnd,Mpinda,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
mpa,Mpoto,1,5,N,4,,2024,1913-2016,Y,N,,1,Christianity
mvt,Mpotovoro,1,5,N,0,,,,N,N,,1,Christianity
mgg,Mpumpong,1,4,N,4,,2023,Yes,N,Y,mgg,1,Christianity
akc,Mpur,1,4,N,3,,,1998-2013,N,Y,,1,Christianity
cmr,Mro-Khimi,1,4,N,4,,2015,2007-2010,Y,Y,cmr,2,Buddhism
mro,Mru,1,2,N,4,,1994,1934,Y,Y,,2,Buddhism
kqx,Mser,2,1,Y,0,,,,N,N,,6,Islam
ukk,"Muak Sa-aak",2,4,N,3,,,2017,N,N,ukk,2,Buddhism
mtd,Mualang,1,4,N,3,,,Yes,Y,Y,,1,Christianity
muo,Mubako,2,4,N,2,,,,N,Y,,1,Christianity
tsx,Mubami,1,5,N,2,,,,N,Y,,1,Christianity
mub,Mubi,1,1,Y,2,,,,N,N,,6,Islam
ymd,Muda,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
dmw,Mudburra,,,N,0,,,,N,Y,,,
udg,Muduga,,,N,4,,2018,Yes,N,Y,udg,,
aoj,Mufian,1,5,N,4,,1988-2013,1978-1981,N,Y,aoj,1,Christianity
lmh,Mugali,4,1,Y,0,,,,N,N,,8,"Other / Small"
muk,Mugom-Karmarong,2,1,Y,0,,,,N,Y,,2,Buddhism
bmr,Muinane,1,4,N,4,,1981-2009,1969,N,Y,bmr,1,Christianity
ymx,"Muji, Northern",1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
ymq,"Muji, Qila",1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
ymc,"Muji, Southern",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
mmk,Mukha-Dora,,,N,2,,,,N,N,,,
moz,Mukulu,1,4,N,4,,2019-2020,1999–2017,N,Y,moz,4,"Ethnic Religions"
mlm,Mulam,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
mvh,Mulgi,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
mzd,Mulimba,1,4,N,2,,,,N,N,,1,Christianity
kqa,Mum,1,5,N,3,,,2002-2018,N,Y,kqa,1,Christianity
mzm,Mumuye,2,4,N,4,,1994-2018,1938,Y,Y,mzm,4,"Ethnic Religions"
mnb,Muna,1,1,Y,4,,2004-2012,1993,Y,Y,mnb,6,Islam
unx,Munda,136,3,N,4,,2020-2023,2017,Y,Y,unx,5,Hinduism
boe,Mundabli,1,3,N,1,,,,N,N,,1,Christianity
mua,Mundang,2,4,N,5,1983-2023,1948-1956,1933-1941,Y,Y,mua,1,Christianity
mnf,Mundani,1,5,N,4,,2006,1989-1990,Y,Y,mnf,1,Christianity
unr,Mundari,146,3,N,5,1910-2002,2020-2021,1876-1965,Y,Y,,5,Hinduism
myu,Munduruku,1,5,N,4,,1980-2010,1967,Y,Y,myu,1,Christianity
mhk,Mungaka,1,4,N,5,1961-2023,1933,1929-1952,Y,Y,,4,"Ethnic Religions"
mij,Mungbam,1,4,N,1,,,,N,Y,,1,Christianity
mth,Munggui,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
mpv,Mungkip,,,N,0,,,,N,N,,,
myr,Muniche,,,N,0,,,,N,N,,,
mtc,Munit,1,5,N,1,,,,N,N,,1,Christianity
mnj,Munji,1,1,Y,0,,,,N,Y,,6,Islam
grx,Muno,1,5,N,2,,,,N,Y,,1,Christianity
umu,Munsee,,,N,3,,,1818-1837,N,Y,,,
mtq,Muong,1,1,Y,4,,2020,1963-2003,Y,Y,mtq,4,"Ethnic Religions"
tkv,"Mur Pano",1,5,N,2,,,,N,N,,1,Christianity
asx,Muratayak,1,5,N,3,,,2012,N,N,,1,Christianity
emu,"Muria, Eastern",,,N,3,,,2017,Y,N,,,
fmu,"Muria, Far Western",,,N,4,,2015-2022,2015,Y,N,fmu,,
mut,"Muria, Western",3,1,Y,3,,,2015,Y,Y,,5,Hinduism
mxr,"Murik (Malaysia)",1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
mtf,"Murik (Papua New Guinea)",1,5,N,0,,,,N,Y,,1,Christianity
rmh,Murkim,1,1,Y,1,,,,N,N,,6,Islam
mur,Murle,2,2,N,4,,1996-2014,1969-1996,Y,Y,mur,4,"Ethnic Religions"
mwf,Murrinh-Patha,1,4,N,3,,,1977-1990,N,Y,,1,Christianity
muz,Mursi,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
mqw,Murupi,1,5,N,1,,,,N,N,,1,Christianity
bnb,"Murut, Bookan",1,4,N,0,,,,N,N,,1,Christianity
kve,"Murut, Kalabakan",1,2,N,1,,,,N,N,,4,"Ethnic Religions"
kxi,"Murut, Keningau",1,4,N,4,,2010,Yes,N,N,,1,Christianity
plz,"Murut, Paluan",2,2,N,2,,,,N,N,,4,"Ethnic Religions"
slg,"Murut, Selungai",2,5,N,1,,,,N,N,,4,"Ethnic Religions"
sbr,"Murut, Sembakung",2,4,N,3,,,2022,Y,Y,,4,"Ethnic Religions"
srk,"Murut, Serudung",1,2,N,0,,,,N,N,,4,"Ethnic Religions"
mvv,"Murut, Tahol",2,5,N,5,1998,1984-1991,1965-1990,N,Y,,1,Christianity
tih,"Murut, Timugon",1,4,N,5,2013-2014,1998,1986-1990,N,N,tih,1,Christianity
smm,Musasa,18,1,Y,0,,,,N,N,,5,Hinduism
mse,Musey,2,4,N,5,2002,1996,1967-1986,N,Y,mse,1,Christianity
mug,Musgu,2,4,N,5,2012-2016,1964,Yes,Y,Y,mug,6,Islam
